timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1724522987260,889,Search Pet,200,OK,Thread Group 1-365,text,true,,46195,189,207,207,https://petstore.swagger.io/v2/pet/findByStatus?status=available,590,0,0
1724522985675,2497,Create Pet,200,OK,Thread Group 1-357,text,true,,499,419,206,206,https://petstore.swagger.io/v2/pet,2496,0,2168
1724522985245,2944,Create Pet,200,OK,Thread Group 1-277,text,true,,497,417,206,206,https://petstore.swagger.io/v2/pet,2944,0,2631
1724522987450,752,Search Pet,200,OK,Thread Group 1-232,text,true,,19735,184,206,206,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,677,0,0
1724522985105,3102,Create Pet,200,OK,Thread Group 1-249,text,true,,499,419,205,205,https://petstore.swagger.io/v2/pet,3102,0,2803
1724522985562,2645,Create Pet,200,OK,Thread Group 1-343,text,true,,494,414,205,205,https://petstore.swagger.io/v2/pet,2645,0,2347
1724522985659,2564,Create Pet,200,OK,Thread Group 1-353,text,true,,494,414,205,205,https://petstore.swagger.io/v2/pet,2564,0,2252
1724522987559,667,Search Pet,200,OK,Thread Group 1-282,text,true,,20512,184,205,205,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,639,0,0
1724522985178,3053,Create Pet,200,OK,Thread Group 1-264,text,true,,496,416,204,204,https://petstore.swagger.io/v2/pet,3053,0,2737
1724522985178,3056,Create Pet,200,OK,Thread Group 1-262,text,true,,495,415,204,204,https://petstore.swagger.io/v2/pet,3056,0,2737
1724522985110,3124,Create Pet,200,OK,Thread Group 1-250,text,true,,491,411,204,204,https://petstore.swagger.io/v2/pet,3124,0,2798
1724522986831,1406,Search Pet,200,OK,Thread Group 1-244,text,true,,16643,184,204,204,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,1364,0,0
1724522985266,2973,Create Pet,200,OK,Thread Group 1-278,text,true,,496,416,203,203,https://petstore.swagger.io/v2/pet,2972,0,2655
1724522985566,2700,Create Pet,200,OK,Thread Group 1-344,text,true,,496,416,203,203,https://petstore.swagger.io/v2/pet,2700,0,2373
1724522987347,936,Search Pet,200,OK,Thread Group 1-142,text,true,,46043,189,203,203,https://petstore.swagger.io/v2/pet/findByStatus?status=available,354,0,0
1724522987559,744,Search Pet,200,OK,Thread Group 1-297,text,true,,21312,191,202,202,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,735,0,0
1724522986360,1944,Search Pet,200,OK,Thread Group 1-163,text,true,,13854,184,202,202,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,1944,0,0
1724522987468,849,Search Pet,200,OK,Thread Group 1-191,text,true,,20827,191,200,200,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,653,0,0
1724522986165,2154,Search Pet,200,OK,Thread Group 1-121,text,true,,13260,184,199,199,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,2154,0,0
1724522987367,971,Search Pet,200,OK,Thread Group 1-381,text,true,,19423,184,198,198,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,961,0,0
1724522986779,1573,Search Pet,200,OK,Thread Group 1-237,text,true,,16778,191,197,197,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,1571,0,0
1724522987477,887,Search Pet,200,OK,Thread Group 1-192,text,true,,20827,191,196,196,https://petstore.swagger.io/v2/pet/findByStatus?status=unavailable,717,0,0
1724522985148,3216,Create Pet,200,OK,Thread Group 1-255,text,true,,496,416,196,196,https://petstore.swagger.io/v2/pet,3216,0,2488
1724522986360,2005,Search Pet,200,OK,Thread Group 1-164,text,true,,44325,189,196,196,https://petstore.swagger.io/v2/pet/findByStatus?status=available,1247,0,0
1724522987129,1237,Search Pet,200,OK,Thread Group 1-120,text,true,,46347,189,194,194,https://petstore.swagger.io/v2/pet/findByStatus?status=available,650,0,0
1724522987756,615,Search Pet,200,OK,Thread Group 1-318,text,true,,21448,184,193,193,https://petstore.swagger.io/v2/pet/findByStatus?status=sold,614,0,0
